Patient_ID,Animal_Type,Breed,Age,Gender,Visit_Date,Disease,Treatment,Doctor,Treatment_Cost,Treatment_Days,Outcome,Follow_Up,Location
VET0637,Rabbit,Angora,6,Female,2026-06-21,Injury,Surgery,Dr. Arun,6900,13,Improving,Yes,Coimbatore
VET0638,Cat,Maine Coon,3,Female,2026-07-14,Parasite Infection,Deworming,Dr. Meena,1600,1,Follow-up Required,Yes,Salem
VET0639,Cat,Indian Shorthair,6,Male,2026-04-13,Skin Infection,Medication,Dr. Priya,2900,8,Recovered,No,Madurai
VET0640,Goat,Malabari,13,Female,2026-07-05,Digestive Issues,Medication,Dr. Meena,2800,8,Referred,Yes,Coimbatore
VET0641,Cow,Sahiwal,18,Male,2025-11-21,Ear Infection,Medication,Dr. Priya,1400,4,Improving,Yes,Coimbatore
VET0642,Goat,Jamunapari,16,Male,2026-04-19,Skin Infection,Medication,Dr. Arun,3000,10,Improving,Yes,Coimbatore
VET0643,Dog,Labrador,10,Female,2026-08-28,Digestive Issues,Medication,Dr. Rahul,1900,8,Improving,Yes,Salem
VET0644,Dog,Labrador,2,Male,2025-01-17,Parasite Infection,Deworming,Dr. Rahul,2200,3,Referred,Yes,Chennai
VET0645,Cat,Siamese,5,Male,2026-02-04,Fever,Medication,Dr. Karthik,2000,6,Recovered,No,Chennai
VET0646,Cat,Bengal,5,Female,2025-08-16,Fever,Medication,Dr. Karthik,1800,2,Recovered,No,Salem
VET0647,Dog,Beagle,6,Male,2025-04-13,Ear Infection,Medication,Dr. Rahul,2100,4,Follow-up Required,Yes,Salem
VET0648,Dog,German Shepherd,10,Female,2026-06-27,Parasite Infection,Deworming,Dr. Meena,2000,5,Recovered,Yes,Coimbatore
VET0649,Dog,Pug,11,Male,2025-07-06,Dental Problem,Dental Care,Dr. Meena,2300,7,Recovered,No,Chennai
VET0650,Dog,Indian Spitz,3,Female,2025-02-22,Ear Infection,Medication,Dr. Arun,2000,6,Recovered,No,Salem
VET0651,Cat,Maine Coon,15,Male,2026-04-08,Skin Infection,Medication,Dr. Meena,2000,5,Recovered,No,Coimbatore
VET0652,Dog,German Shepherd,11,Female,2026-05-19,Skin Infection,Medication,Dr. Karthik,3200,6,Improving,Yes,Salem
VET0653,Dog,German Shepherd,10,Male,2026-04-28,Skin Infection,Medication,Dr. Meena,1800,10,Recovered,Yes,Madurai
VET0654,Dog,German Shepherd,3,Female,2025-03-27,Respiratory Infection,Medication,Dr. Priya,2900,8,Referred,Yes,Madurai
VET0655,Rabbit,Angora,9,Male,2026-01-06,Injury,Surgery,Dr. Karthik,9000,9,Recovered,No,Coimbatore
VET0656,Dog,German Shepherd,14,Male,2026-01-31,Fracture,Surgery,Dr. Rahul,10000,27,Recovered,No,Coimbatore
VET0657,Dog,Beagle,14,Male,2026-02-20,Digestive Issues,Medication,Dr. Priya,2200,8,Recovered,Yes,Coimbatore
VET0658,Dog,Indian Spitz,15,Male,2025-08-02,Parasite Infection,Deworming,Dr. Meena,1400,1,Referred,Yes,Coimbatore
VET0659,Dog,Beagle,5,Female,2026-04-15,Skin Infection,Medication,Dr. Priya,2200,6,Improving,Yes,Coimbatore
VET0660,Dog,German Shepherd,8,Female,2025-04-28,Parasite Infection,Deworming,Dr. Rahul,1900,5,Recovered,No,Coimbatore
VET0661,Dog,German Shepherd,2,Male,2025-04-02,Skin Infection,Medication,Dr. Rahul,3400,9,Recovered,Yes,Coimbatore
VET0662,Bird,Cockatiel,9,Male,2025-07-16,Digestive Issues,Medication,Dr. Meena,2000,6,Recovered,No,Coimbatore
VET0663,Dog,Golden Retriever,7,Male,2026-03-31,Digestive Issues,Medication,Dr. Karthik,1500,4,Recovered,No,Madurai
VET0664,Dog,German Shepherd,14,Female,2026-02-07,Skin Infection,Medication,Dr. Priya,2500,10,Recovered,No,Coimbatore
VET0665,Cat,Bengal,15,Female,2026-01-29,Ear Infection,Medication,Dr. Priya,1500,9,Recovered,No,Salem
VET0666,Cat,Maine Coon,12,Male,2026-01-14,Digestive Issues,Medication,Dr. Priya,2400,4,Referred,Yes,Chennai
VET0667,Goat,Malabari,5,Female,2026-03-20,Ear Infection,Medication,Dr. Karthik,1800,9,Recovered,No,Chennai
VET0668,Dog,Beagle,8,Female,2026-07-23,Fever,Medication,Dr. Priya,1000,3,Recovered,No,Tiruppur
VET0669,Dog,Beagle,3,Female,2025-06-01,Respiratory Infection,Medication,Dr. Karthik,3100,10,Improving,Yes,Madurai
VET0670,Dog,Indian Spitz,12,Female,2026-06-30,Injury,Surgery,Dr. Arun,10700,16,Improving,Yes,Chennai
VET0671,Cow,Sahiwal,1,Female,2025-04-23,Digestive Issues,Medication,Dr. Karthik,2400,7,Recovered,Yes,Chennai
VET0672,Cat,Persian,8,Female,2026-01-04,Digestive Issues,Medication,Dr. Arun,1400,5,Recovered,No,Coimbatore
VET0673,Cow,Holstein Friesian,14,Male,2025-12-26,Fever,Medication,Dr. Meena,1100,5,Referred,Yes,Coimbatore
VET0674,Cat,Maine Coon,4,Female,2025-01-22,Parasite Infection,Deworming,Dr. Karthik,2200,3,Recovered,No,Coimbatore
VET0675,Dog,Golden Retriever,10,Female,2025-08-28,Dental Problem,Dental Care,Dr. Meena,2000,2,Recovered,No,Salem
VET0676,Rabbit,Lop,2,Female,2025-08-11,Injury,Surgery,Dr. Rahul,4200,19,Recovered,No,Coimbatore
VET0677,Rabbit,Angora,9,Male,2025-03-26,Ear Infection,Medication,Dr. Karthik,1800,8,Follow-up Required,Yes,Coimbatore
VET0678,Dog,Golden Retriever,3,Male,2026-02-26,Skin Infection,Medication,Dr. Rahul,3000,6,Follow-up Required,Yes,Salem
VET0679,Cat,Persian,1,Female,2025-12-03,Respiratory Infection,Medication,Dr. Meena,2600,8,Recovered,No,Salem
VET0680,Cow,Gir,18,Female,2026-06-12,Parasite Infection,Deworming,Dr. Rahul,1800,3,Recovered,Yes,Coimbatore
VET0681,Cow,Gir,12,Male,2025-03-20,Digestive Issues,Medication,Dr. Arun,1700,4,Critical,Yes,Madurai
VET0682,Goat,Jamunapari,11,Female,2025-06-12,Vaccination,Vaccination,Dr. Rahul,700,1,Recovered,Yes,Tiruppur
VET0683,Cow,Sahiwal,20,Female,2026-02-19,Injury,Surgery,Dr. Karthik,3800,12,Recovered,Yes,Madurai
VET0684,Dog,German Shepherd,6,Female,2025-07-11,Skin Infection,Medication,Dr. Rahul,3000,6,Recovered,No,Chennai
VET0685,Bird,Lovebird,6,Female,2025-02-03,Injury,Surgery,Dr. Arun,4400,14,Recovered,No,Madurai
VET0686,Dog,Beagle,12,Female,2025-06-07,Digestive Issues,Medication,Dr. Priya,3000,5,Recovered,No,Salem
VET0687,Dog,Indian Spitz,4,Male,2025-09-24,Vaccination,Vaccination,Dr. Priya,1300,1,Recovered,No,Salem
VET0688,Cat,Bengal,3,Male,2026-08-17,Skin Infection,Medication,Dr. Priya,1600,6,Recovered,No,Chennai
VET0689,Goat,Malabari,12,Male,2025-05-18,Respiratory Infection,Medication,Dr. Rahul,2600,10,Recovered,No,Coimbatore
VET0690,Dog,Labrador,10,Male,2026-08-28,Skin Infection,Medication,Dr. Karthik,1500,10,Recovered,No,Coimbatore
VET0691,Cat,Bengal,9,Male,2026-06-19,Parasite Infection,Deworming,Dr. Arun,1200,2,Referred,Yes,Salem
VET0692,Goat,Black Bengal,13,Male,2025-12-25,Parasite Infection,Deworming,Dr. Karthik,1200,1,Recovered,No,Chennai
VET0693,Bird,Budgerigar,1,Male,2026-06-15,Skin Infection,Medication,Dr. Arun,2400,9,Recovered,No,Tiruppur
VET0694,Rabbit,Dutch,9,Male,2025-11-22,Fever,Medication,Dr. Meena,2100,6,Recovered,No,Coimbatore
VET0695,Goat,Boer,7,Male,2025-06-02,Digestive Issues,Medication,Dr. Meena,2900,3,Recovered,Yes,Salem
VET0696,Dog,Pug,4,Male,2026-04-11,Dental Problem,Dental Care,Dr. Meena,2700,4,Recovered,Yes,Tiruppur
VET0697,Dog,Indian Spitz,2,Male,2025-01-06,Dental Problem,Dental Care,Dr. Arun,6500,6,Recovered,No,Salem
VET0698,Cat,Persian,4,Male,2025-05-29,Skin Infection,Medication,Dr. Meena,2500,9,Referred,Yes,Coimbatore
VET0699,Rabbit,New Zealand White,1,Female,2025-03-20,Fracture,Surgery,Dr. Karthik,7500,24,Recovered,No,Madurai
VET0700,Dog,Pug,14,Female,2025-11-15,Parasite Infection,Deworming,Dr. Meena,2000,3,Recovered,Yes,Salem
VET0701,Rabbit,Angora,9,Male,2026-03-24,Dental Problem,Dental Care,Dr. Karthik,6200,2,Recovered,Yes,Salem
VET0702,Rabbit,Angora,7,Male,2025-07-05,Fever,Medication,Dr. Priya,1000,6,Recovered,No,Madurai
VET0703,Dog,Pug,8,Male,2025-06-25,Digestive Issues,Medication,Dr. Arun,2000,7,Recovered,No,Salem
VET0704,Dog,Beagle,12,Female,2026-07-05,Skin Infection,Medication,Dr. Arun,2900,6,Improving,Yes,Tiruppur
VET0705,Rabbit,Angora,7,Male,2026-01-21,Digestive Issues,Medication,Dr. Karthik,2400,5,Recovered,No,Coimbatore
VET0706,Rabbit,Lop,9,Female,2025-03-12,Fever,Medication,Dr. Priya,1700,3,Recovered,No,Coimbatore
VET0707,Dog,German Shepherd,14,Female,2025-05-13,Skin Infection,Medication,Dr. Priya,2900,4,Recovered,No,Coimbatore
VET0708,Goat,Boer,12,Female,2026-02-08,Respiratory Infection,Medication,Dr. Meena,3400,10,Recovered,No,Coimbatore
VET0709,Dog,Pug,13,Female,2026-03-14,Dental Problem,Dental Care,Dr. Karthik,6800,7,Recovered,No,Coimbatore
VET0710,Cat,Persian,7,Female,2025-10-12,Skin Infection,Medication,Dr. Meena,2400,6,Recovered,No,Madurai
VET0711,Goat,Malabari,19,Male,2025-02-25,Injury,Surgery,Dr. Meena,6800,14,Recovered,No,Coimbatore
VET0712,Dog,Indian Spitz,9,Female,2026-07-19,Parasite Infection,Deworming,Dr. Arun,1600,4,Recovered,No,Coimbatore
VET0713,Cow,Sahiwal,7,Male,2025-02-17,Skin Infection,Medication,Dr. Arun,2100,10,Recovered,No,Tiruppur
VET0714,Rabbit,Lop,1,Female,2025-08-02,Digestive Issues,Medication,Dr. Meena,1700,7,Recovered,No,Coimbatore
VET0715,Dog,German Shepherd,4,Male,2026-08-12,Digestive Issues,Medication,Dr. Priya,2800,7,Recovered,No,Coimbatore
VET0716,Cow,Jersey,7,Male,2026-01-29,Dental Problem,Dental Care,Dr. Karthik,2800,3,Recovered,Yes,Coimbatore
VET0717,Dog,Indian Spitz,7,Male,2026-07-22,Injury,Surgery,Dr. Priya,10500,16,Recovered,No,Tiruppur
VET0718,Dog,Labrador,12,Female,2025-10-14,Dental Problem,Dental Care,Dr. Meena,6200,7,Referred,Yes,Coimbatore
VET0719,Rabbit,Lop,5,Female,2026-03-22,Fever,Medication,Dr. Priya,2000,5,Recovered,No,Coimbatore
VET0720,Dog,German Shepherd,2,Male,2025-10-04,Skin Infection,Medication,Dr. Priya,2500,10,Recovered,No,Salem
VET0721,Rabbit,Lop,2,Male,2025-11-13,Parasite Infection,Deworming,Dr. Arun,1900,4,Recovered,No,Coimbatore
VET0722,Bird,Parrot,1,Female,2025-04-09,Skin Infection,Medication,Dr. Arun,1800,6,Improving,Yes,Madurai
VET0723,Cat,Indian Shorthair,2,Male,2026-06-26,Dental Problem,Dental Care,Dr. Arun,3900,4,Improving,Yes,Chennai
VET0724,Dog,Beagle,9,Male,2025-09-22,Vaccination,Vaccination,Dr. Priya,1400,1,Recovered,No,Tiruppur
VET0725,Dog,German Shepherd,10,Female,2025-01-01,Skin Infection,Medication,Dr. Priya,3200,5,Recovered,No,Tiruppur
VET0726,Dog,Indian Spitz,5,Male,2025-10-03,Ear Infection,Medication,Dr. Priya,1900,5,Recovered,Yes,Chennai
VET0727,Dog,German Shepherd,13,Male,2025-11-22,Fever,Medication,Dr. Karthik,1500,3,Recovered,No,Salem
VET0728,Dog,Pug,14,Male,2025-04-14,Ear Infection,Medication,Dr. Priya,2200,5,Recovered,No,Coimbatore
VET0729,Dog,Pug,2,Female,2026-08-08,Digestive Issues,Medication,Dr. Rahul,1800,7,Recovered,Yes,Coimbatore
VET0730,Dog,Golden Retriever,2,Female,2025-04-06,Injury,Surgery,Dr. Rahul,6400,12,Improving,Yes,Salem
VET0731,Dog,Beagle,10,Male,2025-09-27,Injury,Surgery,Dr. Priya,7100,16,Recovered,Yes,Madurai
VET0732,Cat,Indian Shorthair,15,Female,2026-02-22,Vaccination,Vaccination,Dr. Priya,1500,1,Recovered,No,Chennai
VET0733,Dog,Golden Retriever,8,Male,2025-01-03,Parasite Infection,Deworming,Dr. Arun,1900,1,Recovered,No,Chennai
VET0734,Dog,Pug,4,Male,2025-02-22,Skin Infection,Medication,Dr. Karthik,3200,9,Recovered,No,Chennai
VET0735,Dog,Indian Spitz,11,Male,2026-03-12,Vaccination,Vaccination,Dr. Arun,1300,1,Recovered,Yes,Coimbatore
VET0736,Dog,German Shepherd,13,Male,2026-04-21,Digestive Issues,Medication,Dr. Rahul,2000,5,Recovered,No,Coimbatore
VET0737,Cow,Holstein Friesian,13,Female,2025-05-22,Respiratory Infection,Medication,Dr. Arun,2600,12,Recovered,No,Tiruppur
VET0738,Dog,Indian Spitz,2,Male,2025-08-12,Fracture,Surgery,Dr. Meena,15200,22,Recovered,No,Coimbatore
VET0739,Cat,Indian Shorthair,14,Male,2026-07-15,Fever,Medication,Dr. Meena,2100,2,Follow-up Required,Yes,Madurai
VET0740,Dog,Indian Spitz,14,Male,2026-04-08,Respiratory Infection,Medication,Dr. Arun,3000,8,Recovered,No,Chennai
VET0741,Cat,Persian,8,Male,2025-03-07,Digestive Issues,Medication,Dr. Arun,1800,6,Improving,Yes,Salem
VET0742,Goat,Black Bengal,8,Female,2025-09-03,Fracture,Surgery,Dr. Arun,12200,27,Follow-up Required,Yes,Coimbatore
VET0743,Dog,Indian Spitz,15,Male,2025-12-04,Fracture,Surgery,Dr. Karthik,13700,24,Recovered,No,Madurai
VET0744,Dog,Pug,9,Female,2025-12-15,Respiratory Infection,Medication,Dr. Meena,2000,7,Improving,Yes,Madurai
VET0745,Dog,Labrador,7,Female,2025-01-23,Parasite Infection,Deworming,Dr. Arun,900,3,Critical,Yes,Tiruppur
VET0746,Dog,Beagle,4,Male,2026-02-06,Fever,Medication,Dr. Rahul,2000,4,Improving,Yes,Coimbatore
VET0747,Cow,Sahiwal,4,Male,2026-06-06,Digestive Issues,Medication,Dr. Karthik,2500,6,Recovered,No,Salem
VET0748,Dog,Beagle,15,Female,2026-06-21,Skin Infection,Medication,Dr. Priya,1700,8,Recovered,No,Tiruppur
VET0749,Dog,Beagle,14,Male,2025-07-28,Parasite Infection,Deworming,Dr. Rahul,900,3,Critical,Yes,Coimbatore
VET0750,Cat,Persian,2,Female,2025-10-16,Injury,Surgery,Dr. Arun,4900,18,Recovered,No,Tiruppur
VET0751,Cat,Bengal,13,Female,2025-07-02,Injury,Surgery,Dr. Meena,4800,14,Recovered,No,Coimbatore
VET0752,Bird,Parrot,1,Female,2026-01-19,Injury,Surgery,Dr. Priya,8100,20,Critical,Yes,Madurai
VET0753,Dog,Beagle,12,Female,2026-01-15,Injury,Surgery,Dr. Priya,4900,12,Recovered,No,Coimbatore
VET0754,Dog,Beagle,1,Male,2025-12-17,Respiratory Infection,Medication,Dr. Priya,3200,6,Recovered,No,Madurai
VET0755,Dog,Indian Spitz,5,Female,2026-01-10,Skin Infection,Medication,Dr. Priya,3300,9,Recovered,Yes,Madurai
VET0756,Cat,Indian Shorthair,14,Male,2025-03-08,Digestive Issues,Medication,Dr. Meena,2900,5,Recovered,No,Salem
VET0757,Dog,German Shepherd,7,Male,2025-04-19,Respiratory Infection,Medication,Dr. Priya,2100,12,Recovered,No,Coimbatore
VET0758,Cow,Holstein Friesian,18,Male,2026-04-11,Fever,Medication,Dr. Priya,1600,3,Recovered,No,Tiruppur
VET0759,Dog,Labrador,3,Male,2025-12-17,Skin Infection,Medication,Dr. Karthik,1600,5,Follow-up Required,Yes,Madurai
VET0760,Rabbit,Lop,1,Female,2026-03-12,Injury,Surgery,Dr. Priya,8700,5,Recovered,No,Coimbatore
VET0761,Goat,Black Bengal,6,Female,2026-08-08,Digestive Issues,Medication,Dr. Priya,2000,6,Improving,Yes,Tiruppur
VET0762,Cat,Maine Coon,11,Male,2026-08-13,Respiratory Infection,Medication,Dr. Meena,2600,6,Recovered,No,Coimbatore
VET0763,Goat,Jamunapari,13,Female,2025-08-26,Skin Infection,Medication,Dr. Arun,1800,5,Recovered,No,Tiruppur
VET0764,Dog,Golden Retriever,10,Male,2025-11-19,Parasite Infection,Deworming,Dr. Priya,1800,2,Recovered,No,Tiruppur
VET0765,Dog,German Shepherd,13,Female,2026-05-18,Injury,Surgery,Dr. Priya,9300,13,Recovered,No,Madurai
VET0766,Cat,Siamese,1,Male,2025-12-05,Skin Infection,Medication,Dr. Meena,2200,8,Recovered,No,Salem
VET0767,Cat,Persian,13,Female,2025-01-06,Fracture,Surgery,Dr. Arun,9500,23,Recovered,No,Coimbatore
VET0768,Dog,Labrador,13,Male,2026-01-15,Vaccination,Vaccination,Dr. Arun,800,1,Recovered,No,Chennai
VET0769,Cat,Siamese,1,Male,2025-05-04,Dental Problem,Dental Care,Dr. Meena,5000,2,Critical,Yes,Chennai
VET0770,Cat,Siamese,2,Female,2025-12-22,Respiratory Infection,Medication,Dr. Karthik,2400,12,Recovered,Yes,Chennai
VET0771,Cat,Persian,13,Male,2025-11-02,Parasite Infection,Deworming,Dr. Priya,1000,2,Recovered,No,Madurai
VET0772,Cat,Maine Coon,1,Female,2025-07-17,Digestive Issues,Medication,Dr. Rahul,1400,8,Improving,Yes,Coimbatore
VET0773,Dog,Indian Spitz,10,Male,2026-03-18,Injury,Surgery,Dr. Priya,5800,6,Recovered,Yes,Tiruppur
VET0774,Dog,Beagle,1,Male,2025-02-07,Respiratory Infection,Medication,Dr. Rahul,3800,6,Recovered,No,Coimbatore
VET0775,Cat,Persian,1,Male,2025-02-25,Vaccination,Vaccination,Dr. Arun,1000,1,Recovered,Yes,Coimbatore
VET0776,Cat,Siamese,1,Male,2025-11-12,Vaccination,Vaccination,Dr. Meena,900,1,Recovered,Yes,Coimbatore
VET0777,Dog,Labrador,4,Female,2026-07-09,Skin Infection,Medication,Dr. Priya,1500,5,Improving,Yes,Coimbatore
VET0778,Cat,Persian,7,Female,2025-08-18,Fever,Medication,Dr. Priya,1500,6,Follow-up Required,Yes,Chennai
VET0779,Rabbit,Lop,9,Female,2026-07-27,Fever,Medication,Dr. Meena,1300,3,Recovered,No,Chennai
VET0780,Dog,Labrador,3,Male,2026-07-12,Fever,Medication,Dr. Meena,2100,3,Improving,Yes,Coimbatore
VET0781,Cat,Maine Coon,4,Female,2026-01-18,Vaccination,Vaccination,Dr. Rahul,500,1,Recovered,Yes,Madurai
VET0782,Rabbit,Dutch,3,Female,2025-12-02,Ear Infection,Medication,Dr. Priya,1500,8,Recovered,No,Coimbatore
VET0783,Cow,Gir,1,Female,2026-03-03,Fracture,Surgery,Dr. Rahul,16600,16,Recovered,No,Salem
VET0784,Cat,Maine Coon,12,Female,2026-03-03,Ear Infection,Medication,Dr. Karthik,1800,5,Recovered,No,Coimbatore
VET0785,Dog,Labrador,6,Female,2026-07-27,Ear Infection,Medication,Dr. Arun,1700,5,Recovered,No,Tiruppur
VET0786,Dog,Indian Spitz,15,Male,2025-05-06,Digestive Issues,Medication,Dr. Karthik,2700,8,Recovered,Yes,Coimbatore
VET0787,Dog,Golden Retriever,2,Male,2026-08-30,Fever,Medication,Dr. Karthik,800,6,Recovered,No,Tiruppur
VET0788,Dog,Labrador,4,Male,2026-07-11,Skin Infection,Medication,Dr. Rahul,2400,4,Improving,Yes,Madurai
VET0789,Goat,Black Bengal,12,Female,2025-08-20,Fever,Medication,Dr. Meena,1700,6,Recovered,No,Chennai
VET0790,Dog,Labrador,10,Male,2025-07-03,Respiratory Infection,Medication,Dr. Priya,2800,6,Recovered,No,Coimbatore
VET0791,Dog,Golden Retriever,3,Male,2026-08-24,Injury,Surgery,Dr. Priya,7700,17,Recovered,Yes,Madurai
VET0792,Dog,Golden Retriever,9,Male,2026-03-28,Parasite Infection,Deworming,Dr. Arun,900,5,Recovered,No,Chennai
VET0793,Cow,Gir,15,Male,2026-03-27,Fracture,Surgery,Dr. Arun,10500,34,Recovered,No,Salem
VET0794,Cat,Maine Coon,1,Male,2026-05-12,Digestive Issues,Medication,Dr. Rahul,2600,5,Recovered,No,Coimbatore
VET0795,Dog,Labrador,1,Male,2026-07-18,Dental Problem,Dental Care,Dr. Karthik,2400,3,Recovered,Yes,Coimbatore
VET0796,Dog,Beagle,13,Female,2025-09-05,Skin Infection,Medication,Dr. Rahul,3100,6,Critical,Yes,Coimbatore
VET0797,Cat,Siamese,5,Male,2025-04-07,Fever,Medication,Dr. Meena,1700,2,Recovered,No,Chennai
VET0798,Bird,Parrot,2,Female,2025-02-08,Skin Infection,Medication,Dr. Rahul,2000,5,Recovered,No,Chennai
VET0799,Bird,Cockatiel,4,Female,2025-01-12,Dental Problem,Dental Care,Dr. Meena,6900,3,Improving,Yes,Coimbatore
VET0800,Cat,Maine Coon,2,Female,2026-01-22,Vaccination,Vaccination,Dr. Priya,1700,1,Recovered,No,Coimbatore
VET0801,Dog,Golden Retriever,6,Male,2026-02-21,Parasite Infection,Deworming,Dr. Meena,1100,5,Improving,Yes,Salem
VET0802,Goat,Boer,2,Male,2025-01-20,Fever,Medication,Dr. Meena,1200,6,Recovered,No,Salem
VET0803,Cow,Gir,4,Female,2025-09-21,Dental Problem,Dental Care,Dr. Rahul,2900,6,Recovered,No,Coimbatore
VET0804,Cat,Maine Coon,7,Male,2025-01-31,Ear Infection,Medication,Dr. Arun,1500,7,Recovered,No,Salem
VET0805,Dog,Golden Retriever,8,Female,2026-06-29,Vaccination,Vaccination,Dr. Karthik,1500,1,Recovered,Yes,Tiruppur
VET0806,Cat,Maine Coon,3,Male,2025-10-05,Respiratory Infection,Medication,Dr. Meena,3800,5,Improving,Yes,Madurai
VET0807,Dog,German Shepherd,1,Male,2025-07-23,Parasite Infection,Deworming,Dr. Karthik,1200,1,Improving,Yes,Salem
VET0808,Bird,Parrot,8,Male,2025-01-25,Vaccination,Vaccination,Dr. Priya,1000,1,Recovered,Yes,Chennai
VET0809,Rabbit,Lop,7,Female,2026-05-10,Parasite Infection,Deworming,Dr. Arun,1700,1,Recovered,No,Salem
VET0810,Cat,Bengal,12,Male,2026-07-30,Ear Infection,Medication,Dr. Rahul,1500,8,Critical,Yes,Coimbatore
VET0811,Cow,Jersey,18,Female,2026-05-07,Injury,Surgery,Dr. Karthik,8000,6,Referred,Yes,Chennai
VET0812,Cat,Siamese,5,Female,2025-01-23,Fracture,Surgery,Dr. Priya,16100,32,Recovered,Yes,Chennai
VET0813,Dog,German Shepherd,5,Male,2026-08-21,Digestive Issues,Medication,Dr. Arun,1900,3,Recovered,No,Madurai
VET0814,Cow,Holstein Friesian,11,Male,2025-02-28,Skin Infection,Medication,Dr. Rahul,3200,4,Recovered,Yes,Coimbatore
VET0815,Goat,Black Bengal,5,Male,2025-03-22,Ear Infection,Medication,Dr. Rahul,1700,4,Recovered,Yes,Madurai
VET0816,Goat,Black Bengal,13,Male,2025-07-19,Respiratory Infection,Medication,Dr. Arun,2200,6,Recovered,No,Tiruppur
VET0817,Dog,Golden Retriever,4,Male,2025-01-15,Fever,Medication,Dr. Karthik,2000,4,Recovered,No,Coimbatore
VET0818,Cat,Persian,12,Male,2025-05-27,Dental Problem,Dental Care,Dr. Karthik,6300,5,Recovered,Yes,Coimbatore
VET0819,Cow,Sahiwal,13,Male,2026-06-01,Fever,Medication,Dr. Meena,1200,4,Recovered,No,Coimbatore
VET0820,Dog,Indian Spitz,15,Male,2025-02-22,Dental Problem,Dental Care,Dr. Priya,3100,7,Recovered,No,Coimbatore
VET0821,Bird,Budgerigar,2,Male,2025-11-02,Respiratory Infection,Medication,Dr. Rahul,2900,7,Recovered,Yes,Tiruppur
VET0822,Dog,Golden Retriever,3,Male,2025-07-07,Respiratory Infection,Medication,Dr. Priya,2500,10,Recovered,Yes,Coimbatore
VET0823,Goat,Boer,19,Female,2025-03-13,Vaccination,Vaccination,Dr. Karthik,500,1,Recovered,Yes,Chennai
VET0824,Cat,Persian,13,Female,2026-02-24,Skin Infection,Medication,Dr. Meena,2700,7,Recovered,Yes,Chennai
VET0825,Cat,Persian,6,Female,2026-08-15,Fracture,Surgery,Dr. Meena,7500,30,Recovered,No,Tiruppur
VET0826,Bird,Cockatiel,7,Male,2026-03-17,Fever,Medication,Dr. Rahul,1100,6,Improving,Yes,Coimbatore
VET0827,Dog,German Shepherd,7,Female,2025-05-21,Digestive Issues,Medication,Dr. Meena,1300,4,Recovered,No,Coimbatore
VET0828,Rabbit,Lop,6,Male,2025-09-10,Digestive Issues,Medication,Dr. Arun,1700,3,Recovered,No,Chennai
VET0829,Cat,Bengal,12,Female,2026-03-30,Fever,Medication,Dr. Arun,2100,2,Recovered,Yes,Madurai
VET0830,Dog,Pug,12,Female,2025-01-18,Skin Infection,Medication,Dr. Arun,1500,6,Recovered,No,Madurai
VET0831,Cat,Persian,5,Male,2025-12-19,Fever,Medication,Dr. Priya,1700,6,Recovered,No,Coimbatore
VET0832,Dog,German Shepherd,3,Female,2025-03-17,Dental Problem,Dental Care,Dr. Arun,6600,4,Recovered,No,Coimbatore
VET0833,Dog,Beagle,5,Male,2025-06-24,Skin Infection,Medication,Dr. Arun,1500,6,Recovered,No,Chennai
VET0834,Dog,Golden Retriever,3,Male,2025-09-13,Injury,Surgery,Dr. Meena,9900,10,Recovered,Yes,Coimbatore
VET0835,Cat,Bengal,11,Male,2025-08-22,Fever,Medication,Dr. Priya,2100,6,Recovered,No,Coimbatore
VET0836,Dog,Beagle,12,Female,2025-12-30,Digestive Issues,Medication,Dr. Priya,1400,4,Recovered,No,Salem
VET0837,Dog,Labrador,1,Female,2025-04-20,Digestive Issues,Medication,Dr. Arun,2400,4,Recovered,No,Coimbatore
VET0838,Dog,Golden Retriever,8,Female,2026-04-28,Skin Infection,Medication,Dr. Karthik,2000,8,Improving,Yes,Tiruppur
VET0839,Cat,Persian,7,Male,2025-06-22,Injury,Surgery,Dr. Rahul,10100,7,Improving,Yes,Tiruppur
VET0840,Dog,Pug,10,Male,2025-11-03,Fracture,Surgery,Dr. Rahul,16500,27,Recovered,Yes,Coimbatore
VET0841,Goat,Black Bengal,16,Male,2025-02-07,Skin Infection,Medication,Dr. Arun,1600,6,Recovered,No,Coimbatore
VET0842,Cow,Gir,20,Female,2026-04-26,Injury,Surgery,Dr. Karthik,10000,19,Recovered,Yes,Coimbatore
VET0843,Cat,Siamese,15,Female,2026-04-26,Fracture,Surgery,Dr. Rahul,15600,28,Improving,Yes,Tiruppur
VET0844,Dog,Labrador,15,Male,2025-01-29,Skin Infection,Medication,Dr. Priya,1900,9,Critical,Yes,Madurai
VET0845,Dog,Labrador,12,Male,2025-06-07,Digestive Issues,Medication,Dr. Karthik,1300,8,Improving,Yes,Coimbatore
VET0846,Bird,Budgerigar,8,Female,2025-09-12,Skin Infection,Medication,Dr. Karthik,1700,5,Critical,Yes,Coimbatore
VET0847,Goat,Boer,7,Female,2026-08-28,Fever,Medication,Dr. Karthik,900,6,Recovered,No,Tiruppur
VET0848,Bird,Budgerigar,3,Male,2025-05-02,Fever,Medication,Dr. Arun,1000,6,Recovered,No,Madurai
VET0849,Cow,Gir,3,Male,2026-02-15,Ear Infection,Medication,Dr. Rahul,1200,7,Recovered,No,Chennai
